"spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30"
0,4,5,3,7,10,26,35,43,45,50,70,68,73,76,78,81,67,66,48,37,33,32,18,15,8,10,6,3,6
2,3,3,5,11,20,20,34,42,47,47,72,78,78,73,81,77,65,64,43,39,30,21,21,12,5,3,1,0,0
2,2,4,4,17,15,18,26,29,51,54,70,78,73,79,82,72,67,56,38,35,29,18,15,17,6,7,5,1,0
0,4,8,10,17,20,13,30,45,57,61,65,77,69,84,73,68,69,48,45,39,23,22,13,8,7,5,2,4,1
6,6,3,13,13,15,38,30,56,56,57,65,76,79,69,77,58,74,52,45,36,32,26,14,8,4,4,4,1,0
7,8,11,17,27,26,38,40,47,54,60,69,69,73,67,69,55,55,38,44,24,25,19,11,12,7,1,2,0,1
4,13,9,20,27,30,52,54,61,62,65,69,67,73,64,66,61,51,27,33,21,17,9,8,7,4,2,0,0,0
14,21,14,18,30,53,56,51,48,72,69,68,69,61,58,51,43,36,29,24,23,19,9,7,5,3,4,0,1,0
12,14,25,31,41,47,59,62,72,79,76,73,70,62,57,48,49,30,27,25,14,9,10,6,2,3,3,2,0,1
15,15,24,32,47,57,56,64,74,75,73,74,72,60,52,50,40,28,28,14,11,6,7,4,3,3,3,2,0,1
17,18,26,34,45,54,58,61,78,76,80,75,60,62,57,47,32,25,15,16,13,10,5,7,2,2,3,1,0,0
10,10,22,33,41,48,56,71,77,75,77,70,67,65,57,43,31,29,20,13,9,5,7,6,2,0,1,0,0,0
22,20,33,37,42,58,56,70,73,75,82,75,67,68,54,32,34,35,19,13,10,11,6,2,1,0,0,1,0,1
17,21,29,33,41,49,63,64,67,79,73,74,69,63,60,40,27,28,28,14,12,5,6,8,3,3,1,0,1,0
9,16,25,37,42,56,54,69,82,74,76,81,62,67,45,45,37,21,23,22,10,6,3,5,0,2,0,0,0,0
13,17,17,34,34,42,54,79,70,68,74,71,59,63,59,36,38,39,22,17,16,14,8,7,2,0,1,1,1,0
16,9,31,32,46,50,57,64,68,72,67,68,62,58,47,49,34,29,34,11,17,18,6,5,6,2,3,0,0,1
8,15,14,25,30,42,49,56,68,65,58,73,75,69,66,50,53,45,26,27,14,18,13,11,4,4,2,0,1,0
6,13,6,15,29,25,36,50,58,64,61,71,67,68,67,70,54,44,39,38,27,19,9,11,7,4,4,0,0,0
4,7,9,11,17,29,32,44,54,54,60,77,75,76,70,72,58,51,55,42,27,22,22,11,10,6,3,1,0,0
2,4,4,11,20,20,29,36,41,43,61,68,76,80,76,75,65,58,54,36,41,25,19,12,9,11,5,1,0,0
3,4,10,10,13,24,18,37,44,53,51,69,75,81,83,75,71,72,54,47,40,27,21,9,8,8,2,3,2,1
3,6,4,9,7,14,21,34,42,48,64,65,73,87,74,79,72,62,53,51,37,31,14,20,12,6,6,3,1,0
2,5,6,9,14,18,20,20,26,43,55,63,67,81,81,73,77,68,56,53,31,31,27,17,6,5,4,8,1,1
0,3,6,12,11,10,27,25,40,42,55,63,74,82,84,71,72,68,48,53,40,27,18,16,9,11,7,7,3,1
3,1,6,4,6,20,17,33,34,44,49,58,73,79,77,76,79,63,54,57,42,35,30,23,18,10,9,6,5,1
1,1,5,5,11,12,17,23,29,43,56,54,58,66,77,72,76,58,64,50,41,34,29,26,16,11,11,3,2,3
0,3,5,6,8,13,19,17,33,38,39,50,65,63,75,74,71,70,67,52,54,39,46,32,23,24,16,6,10,7
0,1,2,1,5,10,10,16,24,26,33,55,42,57,65,61,66,72,67,73,59,56,50,37,36,22,17,14,10,5
0,1,2,3,4,5,3,15,15,20,26,41,46,58,55,61,65,69,70,65,65,57,59,41,28,27,25,10,7,12
0,1,2,2,3,7,6,19,15,17,29,28,48,51,54,60,66,79,77,70,67,64,50,51,39,26,22,23,14,9
0,1,0,1,2,4,4,15,10,21,17,32,40,35,45,55,74,71,76,75,77,63,62,57,48,37,22,19,8,11
0,0,2,3,1,2,4,8,5,27,22,22,37,36,49,63,65,79,72,71,69,68,65,57,43,47,24,20,9,10
0,0,0,6,2,2,2,9,11,17,20,27,27,46,54,63,66,71,73,84,77,71,53,61,49,33,26,26,10,7
0,1,0,0,1,0,2,3,7,8,24,23,31,39,45,61,66,75,78,76,69,79,57,59,46,37,30,16,23,6
0,0,0,1,1,2,2,5,7,11,19,28,27,40,46,55,71,75,79,78,77,71,67,53,55,33,28,23,15,12
0,0,1,0,0,2,5,6,7,10,16,28,34,38,51,57,63,77,79,78,79,72,74,63,50,32,30,33,8,10
0,0,1,0,1,1,6,12,11,15,18,26,32,41,53,59,68,78,83,77,71,61,66,54,53,38,27,27,18,17
0,1,1,0,0,3,4,7,4,15,16,22,27,28,55,53,59,73,75,76,80,71,64,61,42,40,36,12,16,8
0,0,0,2,1,0,2,9,8,14,24,25,31,42,46,57,71,70,81,74,76,67,74,50,46,36,23,20,13,8
0,0,0,2,3,4,0,5,12,15,14,24,33,42,44,54,71,73,80,85,78,66,56,62,46,37,25,20,10,8
0,1,2,2,1,5,5,8,6,18,15,32,23,39,52,54,65,70,80,73,74,76,68,53,52,41,25,15,15,9
0,1,0,1,2,3,6,4,11,12,13,28,31,46,41,64,71,72,81,70,71,76,58,58,34,34,24,18,16,6
0,0,1,0,4,4,3,7,12,15,18,32,39,41,49,60,78,73,77,69,70,68,67,49,48,38,29,20,13,6
0,0,1,1,1,3,6,9,16,23,26,30,41,53,55,71,70,81,74,78,72,67,63,55,42,26,27,16,12,6
0,2,2,1,3,6,7,12,21,25,24,32,39,47,56,67,58,74,76,61,61,66,61,51,36,22,22,19,13,10
0,0,0,1,5,4,9,18,26,24,34,44,46,60,63,69,65,66,69,69,71,62,46,45,33,20,22,22,12,13
1,2,2,3,4,12,19,16,27,31,33,49,66,65,68,64,73,64,57,67,55,60,39,42,30,20,16,14,6,1
4,0,1,0,6,13,13,18,24,46,40,53,63,72,66,69,76,71,66,56,52,45,37,19,18,15,14,3,7,5
3,5,2,12,11,13,17,26,27,40,55,57,63,72,70,71,72,75,60,58,41,41,32,19,18,10,3,8,3,2
3,3,9,6,4,18,13,34,35,42,51,62,73,81,79,77,67,77,62,58,42,33,25,16,12,12,8,5,3,3
2,3,2,8,12,20,23,30,41,44,61,73,70,69,75,75,70,61,65,48,40,31,21,18,10,8,8,4,3,2
1,4,5,1,19,16,18,37,39,52,53,63,83,79,78,78,72,63,67,52,35,32,20,22,9,5,3,1,2,0
2,8,2,7,12,19,26,34,44,49,62,72,75,76,73,79,69,61,53,41,28,19,17,13,12,7,6,3,1,1
2,8,8,12,11,16,33,24,50,50,65,68,73,72,78,74,67,61,54,50,38,29,26,16,9,3,7,3,2,0
4,9,10,12,22,23,33,32,49,54,60,72,67,72,71,59,61,59,44,40,21,23,17,12,8,3,5,3,2,1
12,14,22,15,26,36,42,48,63,58,61,75,67,70,63,58,55,48,39,28,22,25,10,11,10,0,1,5,1,0
10,14,13,28,29,47,49,59,66,66,68,64,78,60,50,45,41,26,33,30,21,18,10,3,1,3,3,2,1,0
13,20,30,35,39,52,59,62,78,73,74,72,68,49,50,48,37,36,29,15,14,10,4,5,4,2,2,2,0,2
11,16,20,35,45,52,64,68,80,78,75,76,64,60,58,52,31,29,25,8,16,8,7,5,0,0,0,1,2,1
16,22,25,33,46,50,61,71,73,77,75,65,71,65,51,37,35,28,26,19,11,5,4,2,4,3,0,0,0,0
9,16,26,29,50,56,61,75,75,75,78,76,58,61,42,39,29,25,18,13,10,5,3,2,0,0,1,1,0,0
22,24,31,33,53,54,69,66,83,72,75,72,68,58,50,42,23,17,18,15,8,3,3,3,2,0,0,1,0,0
9,16,35,35,49,54,69,69,75,74,76,82,61,62,50,41,24,29,19,15,13,4,5,0,0,1,0,0,0,0
11,24,32,41,56,56,63,74,77,70,80,75,66,57,43,36,33,24,14,13,8,3,5,2,2,0,1,0,0,0
20,16,24,36,59,58,65,73,71,79,77,86,61,54,47,38,27,22,19,12,12,4,3,1,2,2,0,0,2,0
13,14,22,39,41,47,61,66,72,80,71,73,75,61,55,42,33,24,18,11,7,6,3,4,3,1,1,0,0,0
15,19,24,34,39,61,64,71,73,77,77,73,64,58,62,42,45,26,16,13,11,10,8,5,0,1,2,0,0,1
12,15,28,32,37,53,56,69,72,66,70,67,72,58,42,49,36,33,30,27,18,16,6,4,1,2,1,0,0,0
16,13,24,25,34,49,47,56,71,69,69,65,70,68,68,61,52,47,30,25,13,12,9,6,7,4,0,1,0,0
9,10,23,27,28,37,50,47,54,59,70,86,79,67,71,64,45,42,36,30,21,9,12,9,5,4,4,2,3,1
10,13,12,15,24,28,37,52,48,59,56,74,67,76,71,69,64,58,55,39,34,15,17,12,12,5,2,2,1,1
2,5,7,6,22,23,32,29,54,52,55,66,69,76,73,77,69,60,52,53,40,22,17,16,13,6,7,1,1,0
2,2,8,8,16,20,35,23,47,50,47,69,84,80,79,70,66,52,52,42,34,28,19,15,15,6,5,3,4,1
3,1,3,6,8,17,25,30,34,51,59,62,80,79,75,76,69,55,64,55,41,34,23,15,13,10,6,4,3,1
0,3,4,3,9,20,17,29,32,52,57,65,80,79,83,81,67,72,55,46,37,41,22,14,14,7,4,3,2,1
0,3,8,5,5,16,24,25,42,45,58,56,68,80,81,81,78,64,61,53,43,30,26,20,10,10,7,6,1,0
5,2,6,4,12,15,18,33,31,46,52,51,72,73,86,73,69,69,63,49,45,35,26,24,15,16,7,6,2,2
1,2,1,6,11,14,12,20,33,34,39,52,66,64,71,73,73,67,72,62,47,50,39,27,23,19,14,11,6,3
0,1,1,5,6,12,17,15,24,37,40,46,49,57,66,70,68,72,73,62,51,49,44,35,30,20,16,10,6,5
0,2,2,1,3,5,12,14,21,24,23,48,48,53,62,76,72,82,71,69,62,57,53,36,33,29,21,5,13,8
0,0,0,1,3,4,14,10,15,28,18,37,44,53,60,58,69,73,76,67,74,59,56,48,41,25,24,16,14,9
0,1,0,3,1,4,4,7,17,15,29,35,35,45,54,68,64,73,75,77,73,74,65,51,41,29,21,24,16,10
0,0,0,1,3,4,4,3,9,13,27,25,41,39,60,67,62,78,82,78,73,71,59,49,47,36,23,18,16,14
0,1,2,0,1,4,4,5,11,11,17,22,27,45,58,54,70,78,75,77,76,71,50,53,52,44,27,23,24,14
0,0,0,1,2,3,6,13,17,16,16,27,27,37,45,70,67,70,79,82,65,74,63,51,46,37,26,11,16,6
0,0,1,1,3,3,1,9,6,9,13,23,32,45,50,62,59,73,77,78,76,72,56,61,54,36,26,25,16,12
0,0,0,2,3,1,4,5,15,12,20,29,35,41,49,65,67,64,76,75,74,74,64,58,49,45,27,19,11,10
0,0,1,0,0,2,0,7,6,14,21,23,29,42,46,57,72,86,82,78,78,81,59,59,43,33,18,12,15,7
0,0,1,1,0,3,6,6,10,9,20,26,37,38,54,58,68,79,79,74,74,71,68,49,45,35,26,26,17,15
0,0,0,0,3,1,4,4,5,14,17,19,22,38,48,62,69,66,77,69,82,63,61,56,47,40,22,20,12,14
0,1,0,2,1,3,4,7,8,15,19,22,34,41,53,48,68,66,73,80,73,76,59,47,40,38,26,15,13,14
0,0,0,0,0,4,4,5,9,14,14,24,31,45,46,48,67,81,82,87,76,75,69,56,51,35,26,19,11,10
0,0,0,1,5,4,2,6,11,21,14,24,40,38,60,59,74,67,80,81,78,72,63,53,46,34,22,21,19,9
0,0,1,1,4,1,8,3,14,20,27,30,39,46,43,65,64,76,76,79,69,65,54,48,39,32,25,20,25,9
0,3,3,1,2,6,8,8,16,21,23,25,42,49,43,60,64,72,72,73,62,61,64,44,40,30,23,19,16,8
0,0,4,4,5,8,8,9,19,25,21,31,39,46,53,56,65,70,83,67,64,58,54,43,39,33,23,14,17,4
0,0,2,3,6,6,3,15,18,30,35,44,49,60,64,72,75,69,67,67,66,56,46,42,32,20,20,11,5,4
0,1,5,5,9,8,17,21,31,38,40,57,49,59,69,64,66,64,65,66,50,45,42,21,24,22,12,12,8,5
0,3,2,6,9,15,15,29,27,40,51,58,58,69,74,72,77,74,66,53,40,42,33,20,21,18,8,5,1,6
0,4,5,6,8,11,22,23,32,43,54,55,67,73,82,72,78,58,66,54,42,34,23,20,11,10,11,2,2,1
1,4,8,5,16,18,15,31,44,43,54,56,64,69,74,73,71,59,68,55,44,35,21,10,12,14,6,5,2,0
0,3,8,3,10,16,16,28,42,51,49,61,71,79,78,80,74,70,60,48,48,31,22,13,10,8,3,3,0,0
4,3,3,4,11,15,27,31,42,51,56,64,75,80,85,86,74,64,62,37,42,37,14,15,4,4,6,3,1,1
4,2,5,9,19,22,23,42,45,58,62,66,70,80,78,76,75,67,56,37,41,30,18,19,6,5,5,1,2,0
3,10,9,19,19,28,29,45,43,63,59,61,80,75,66,68,66,55,45,37,36,27,17,13,6,5,4,4,5,2
6,12,11,23,29,38,37,39,51,59,67,70,78,77,65,64,63,44,42,22,25,27,13,8,11,5,2,1,1,0
7,14,19,30,35,50,51,68,67,71,71,78,66,67,60,55,42,38,36,25,21,14,8,6,4,7,1,2,1,0
14,21,19,38,41,50,55,69,67,81,74,70,70,62,58,41,36,35,25,17,16,8,2,2,4,2,3,0,0,0
17,21,37,43,47,51,49,67,74,79,76,78,76,62,53,47,26,23,20,23,15,10,3,3,0,4,0,1,1,0
19,24,32,29,41,58,67,72,72,77,80,79,69,55,44,43,35,22,18,10,9,5,3,4,0,0,0,0,1,0
11,21,35,43,46,58,66,70,82,78,75,73,69,60,48,33,32,23,11,10,10,7,3,4,1,0,0,1,0,1
18,15,34,38,53,51,68,79,84,78,83,77,72,56,49,40,31,30,15,7,8,5,5,1,1,1,0,1,0,0
16,26,31,38,44,53,63,81,84,76,78,75,67,59,52,40,28,24,13,13,5,5,2,3,2,0,2,0,0,0
15,21,26,40,50,55,70,73,81,75,79,71,72,60,48,41,30,17,14,16,8,7,3,0,1,1,0,1,0,0
19,16,38,44,43,58,67,79,81,82,75,77,63,57,59,35,32,22,12,19,8,4,6,1,1,0,0,0,0,0
8,27,27,34,55,61,62,80,77,78,81,78,64,60,53,39,37,33,21,15,8,2,3,0,0,0,0,0,0,1
14,35,39,45,42,54,60,74,84,79,82,77,67,50,55,48,31,26,19,10,3,4,2,2,1,1,0,0,0,0
9,13,28,40,44,54,66,82,76,77,81,77,67,61,51,41,33,21,20,11,12,4,2,1,1,0,0,0,0,0
17,22,25,36,55,50,64,67,79,82,77,71,67,55,47,39,33,22,24,12,9,11,1,0,2,1,0,0,0,0
16,19,22,28,35,46,60,66,77,75,77,74,71,56,47,50,37,31,23,14,11,16,5,4,2,2,2,1,0,0
8,21,19,36,45,42,47,60,60,61,72,68,69,65,61,61,43,34,27,23,19,14,17,8,4,3,2,2,0,1
3,6,12,28,34,36,38,42,58,64,55,63,69,79,60,58,52,47,31,27,27,25,13,8,6,3,4,1,0,0
1,16,6,15,26,22,34,38,49,47,63,67,78,76,69,68,61,59,48,51,35,19,17,12,7,7,5,2,5,3
0,1,8,9,23,17,30,25,47,54,54,72,74,80,74,71,76,65,50,57,31,28,15,13,17,5,5,1,2,0
2,3,4,13,10,16,28,35,43,47,56,67,68,72,84,73,73,59,62,46,31,35,23,19,8,7,2,0,2,1
1,3,4,8,8,16,26,24,35,57,62,71,75,77,82,77,77,58,56,48,41,29,22,11,13,11,3,5,1,1
1,2,5,4,9,20,22,32,31,45,53,52,72,75,80,78,73,64,59,49,34,31,29,22,15,6,8,6,2,0
0,2,7,10,12,11,22,35,29,36,38,67,66,75,76,83,65,72,65,55,44,35,27,21,11,8,6,2,5,1
1,0,6,4,10,15,13,23,38,46,45,59,62,69,68,73,69,71,67,46,40,37,32,19,25,14,10,5,4,1
2,3,3,8,6,9,18,15,33,31,43,49,65,58,66,70,69,70,67,65,46,34,38,27,29,21,14,16,4,5
0,2,3,1,10,6,10,16,28,28,39,48,53,62,57,73,70,73,77,64,57,59,51,38,31,25,14,13,12,5
0,0,1,0,2,10,8,14,15,21,24,37,43,49,53,72,69,68,69,76,68,64,49,44,33,30,27,22,13,8
1,1,0,1,1,5,5,7,17,24,27,29,38,43,51,55,65,70,64,73,74,58,54,43,47,27,21,22,11,8
0,0,1,2,1,5,8,8,15,15,23,34,35,40,51,59,64,68,73,73,79,62,60,54,47,39,19,17,20,8
0,0,0,2,4,3,4,4,12,16,29,23,32,50,54,67,64,72,74,80,74,68,63,54,55,37,26,22,11,13
0,1,1,1,1,2,2,5,7,13,16,25,28,52,53,57,70,71,78,79,70,67,70,55,23,30,35,21,14,4
0,0,0,0,4,2,3,5,7,15,16,26,36,45,63,51,65,72,84,78,82,76,71,65,45,37,27,20,14,8
1,0,0,2,1,2,3,2,7,10,23,21,34,39,48,58,72,77,79,79,74,76,62,48,45,32,33,22,13,8
0,0,0,2,2,4,2,3,6,9,23,22,27,37,54,61,67,73,71,74,78,77,66,54,47,41,33,19,24,12
0,0,1,1,1,1,2,6,6,12,13,27,28,53,50,59,73,78,88,75,74,73,70,55,48,42,38,17,11,7
0,0,0,0,2,3,4,4,8,15,18,31,37,33,55,65,70,70,82,80,84,60,67,60,46,28,28,14,17,11
0,0,1,3,1,2,5,8,5,8,20,25,40,34,46,58,57,77,78,75,80,68,60,57,47,32,34,20,11,15
0,1,0,4,1,5,2,6,10,13,19,29,35,39,52,60,59,75,73,76,71,74,63,63,42,36,38,17,16,6
0,0,1,1,0,2,7,2,10,16,13,29,30,47,54,62,68,74,64,78,69,65,60,54,36,34,26,13,9,9
0,1,0,2,1,4,3,11,15,17,25,35,35,39,48,62,69,70,76,80,74,69,64,48,50,37,31,21,10,8
1,0,0,2,6,3,6,7,10,11,28,30,38,44,55,65,65,65,82,73,76,53,61,52,32,29,23,18,17,7
0,0,2,1,2,8,7,11,17,28,27,38,41,57,58,66,66,68,65,67,68,60,47,43,33,25,19,16,11,5
1,1,2,2,8,7,13,20,25,32,37,43,48,65,67,69,65,64,67,64,54,56,43,30,24,21,10,11,14,5
1,3,4,1,6,17,21,15,32,30,42,51,59,65,67,72,75,72,64,60,56,41,37,36,28,19,11,5,6,4
2,1,4,7,4,17,19,26,30,47,57,51,63,71,69,79,70,69,57,48,51,34,34,22,20,15,6,4,6,0
1,1,6,15,9,13,25,30,38,38,66,63,58,73,76,76,80,73,61,45,37,31,22,23,13,10,6,6,2,5
2,4,7,8,8,12,18,25,40,51,58,65,72,79,81,78,79,63,61,42,32,28,26,20,8,9,8,1,1,3
1,5,3,4,17,14,26,29,42,49,57,64,81,76,75,70,71,68,65,52,38,20,17,13,15,9,3,4,4,3
2,2,11,12,9,22,22,33,42,50,56,73,70,79,77,73,68,72,62,57,39,31,24,17,9,5,4,0,0,0
3,4,7,13,19,21,31,37,43,51,61,71,78,75,77,64,65,62,51,36,33,23,27,8,11,9,1,2,1,1
5,7,21,19,23,29,45,45,51,60,65,57,74,70,57,61,55,60,31,37,26,18,17,15,4,7,2,1,1,2
17,14,27,28,42,47,59,60,52,60,74,71,68,65,62,62,50,41,27,19,19,11,15,4,7,4,4,2,0,0
15,17,26,36,39,46,60,72,72,73,78,70,75,62,62,45,36,31,26,15,16,7,8,4,3,4,1,1,0,0
12,20,23,33,45,50,63,74,73,78,69,69,74,57,48,42,33,18,24,17,6,3,5,2,6,1,0,0,0,0
17,24,24,28,58,61,59,69,74,84,83,82,65,59,54,38,26,26,16,10,14,4,3,4,0,0,0,0,0,1
16,31,31,37,38,58,65,66,78,81,79,72,70,54,51,40,25,23,15,12,7,7,3,3,0,3,0,0,1,0
13,28,29,36,42,51,62,68,76,79,76,79,73,55,52,38,28,22,18,11,8,9,1,1,0,0,0,0,0,0
17,25,27,45,55,51,71,69,75,84,77,79,72,49,51,36,36,18,15,5,8,6,5,0,0,0,0,0,0,0
19,20,25,33,49,54,70,78,79,78,80,74,61,64,46,43,32,18,15,10,6,6,6,2,3,0,1,0,0,0
23,24,29,35,42,66,71,65,80,86,72,73,74,56,49,47,35,27,19,10,9,3,7,3,3,0,0,0,0,0
15,18,26,43,45,56,65,82,77,84,82,79,69,55,47,42,37,32,13,11,8,3,2,1,1,1,0,0,0,0
14,24,34,42,47,56,66,77,70,82,74,71,68,62,47,39,31,29,17,15,8,5,2,1,2,0,0,0,0,0
15,17,27,37,51,53,64,78,80,78,83,73,72,57,45,43,36,31,16,7,13,4,1,3,2,0,0,0,0,0
13,20,34,33,46,53,67,72,74,75,76,78,63,64,49,44,32,21,20,15,5,3,1,2,2,0,0,0,1,0
16,16,33,42,48,58,56,72,74,85,79,74,72,65,51,43,25,28,11,17,9,6,3,1,0,0,0,1,0,0
16,23,25,39,49,50,60,75,71,83,77,73,71,61,45,35,35,26,14,11,10,7,2,2,1,0,1,2,0,0
13,18,22,26,48,53,59,68,67,68,69,77,67,54,49,44,45,31,25,15,12,7,5,5,1,3,2,2,0,0
16,12,26,29,38,36,54,58,53,64,71,72,67,58,59,50,54,34,30,26,17,9,17,6,2,3,2,1,1,2
11,14,14,22,28,35,37,46,56,69,62,68,62,62,65,70,59,52,42,43,31,17,17,17,2,5,3,4,1,0
6,5,12,8,15,24,29,35,47,57,65,68,71,74,75,75,65,66,46,48,34,24,18,17,11,3,5,0,4,0
0,5,9,11,10,15,20,25,52,53,55,63,75,76,80,71,62,62,64,49,36,25,19,16,7,6,3,4,5,0
0,4,10,6,9,18,26,29,35,50,56,63,78,80,82,73,72,71,55,46,33,28,27,14,11,6,3,1,4,0
1,2,6,7,8,15,16,35,40,45,56,73,72,82,73,75,80,60,53,50,43,27,24,23,13,12,6,4,2,1
1,1,4,8,7,19,19,25,38,43,61,62,73,85,75,76,70,69,61,48,42,35,25,17,16,9,7,4,1,2
2,3,3,7,10,9,16,26,34,44,54,68,63,75,76,72,73,63,63,54,47,35,31,18,20,16,9,3,3,1
2,1,3,6,3,11,18,19,25,33,48,57,53,69,65,75,72,71,66,58,53,51,38,33,25,19,11,7,5,2
1,1,2,4,7,7,13,14,23,31,55,46,45,57,67,65,72,70,59,65,51,56,48,42,23,21,22,14,7,4
0,2,1,2,3,7,2,12,18,18,28,38,44,49,65,67,63,79,70,73,74,59,41,38,33,29,21,14,8,11
0,0,0,2,3,7,7,11,15,18,23,27,41,50,59,71,72,85,73,73,71,65,55,57,39,31,27,18,12,10
0,0,2,0,3,2,8,6,11,17,25,31,34,53,43,57,73,72,70,79,69,68,65,49,50,30,25,19,8,9
1,1,0,1,5,5,4,6,9,10,20,28,28,44,55,67,60,73,81,78,68,76,68,56,37,38,25,26,12,11
0,0,1,1,0,2,4,4,10,18,21,33,33,44,53,60,60,72,80,80,74,72,51,60,43,30,19,22,17,10
0,2,1,1,2,2,3,5,13,18,14,25,32,36,47,52,70,70,70,76,74,72,58,54,50,30,30,25,11,8
0,0,1,1,0,3,3,5,9,9,14,24,27,44,59,59,73,75,81,77,69,71,61,63,39,40,31,24,12,14
0,1,0,1,1,1,6,4,7,12,23,31,29,47,48,56,65,72,78,83,80,74,65,60,52,30,30,23,17,13
0,1,0,1,0,0,4,5,5,5,19,27,37,48,51,65,66,67,79,75,73,72,55,57,52,34,34,16,10,15
2,0,0,1,1,3,3,3,7,16,17,33,34,30,51,61,66,75,72,75,74,66,66,56,47,38,26,26,16,13
0,0,1,1,1,6,0,9,9,13,19,21,24,42,55,50,69,69,71,75,79,69,64,53,40,45,24,26,10,11
0,0,0,1,2,2,2,9,9,13,18,31,34,48,59,62,62,75,83,80,75,73,66,49,45,35,22,24,16,10
0,0,1,1,2,2,4,6,6,19,24,38,30,38,53,57,72,71,72,71,69,70,55,48,51,34,25,20,13,9
0,0,1,2,2,6,5,9,14,11,13,32,43,54,53,64,61,83,74,66,79,62,53,44,38,29,23,19,14,6
0,0,3,3,4,6,9,12,10,18,26,29,37,55,58,66,72,72,70,70,69,58,55,48,40,35,27,17,6,12
0,2,2,2,2,6,6,14,16,20,43,51,48,54,68,59,74,71,68,75,66,56,53,45,30,23,20,13,14,5
0,1,1,8,6,11,20,12,25,32,41,45,53,57,58,69,73,74,76,67,57,49,35,38,16,22,16,16,10,6
3,2,7,7,6,14,16,24,27,42,46,65,69,60,73,76,69,70,67,57,49,42,35,20,19,16,10,12,5,5
0,2,6,10,7,12,16,26,42,51,47,68,71,69,80,73,78,62,57,51,47,30,31,16,14,6,9,6,3,5
1,3,3,7,13,17,21,32,35,50,56,62,68,73,78,83,70,73,54,60,42,30,18,16,10,8,7,5,0,2
5,3,4,6,15,15,21,30,43,58,54,73,67,79,83,74,77,67,57,40,37,29,28,15,12,6,6,3,3,1
2,7,6,4,7,20,26,29,36,46,50,67,68,81,77,75,77,71,58,51,37,29,29,13,12,6,3,4,1,0
0,4,5,12,20,22,40,36,55,42,68,68,75,76,76,70,65,70,54,47,38,27,25,18,5,5,1,5,1,2
7,11,10,12,25,26,40,35,53,59,66,76,69,75,72,73,64,52,41,39,35,30,16,14,9,7,5,1,1,2
10,5,21,24,29,33,46,55,55,70,70,65,69,63,71,55,58,49,28,22,25,17,13,12,1,3,4,2,0,1
11,19,25,42,39,50,55,76,73,72,83,73,67,67,53,44,41,29,21,14,17,6,9,5,3,2,0,0,0,0
13,26,24,35,48,43,66,72,74,73,82,75,62,61,40,42,32,28,15,9,10,5,2,2,3,1,3,2,0,0
10,21,25,42,49,50,58,69,85,79,77,68,69,52,52,36,28,21,20,12,11,9,3,1,0,1,1,0,0,0
23,20,36,39,50,67,64,81,79,79,78,69,66,56,50,37,24,20,10,8,12,9,0,4,2,2,0,0,0,0
17,20,31,43,50,55,67,72,81,80,73,66,62,55,52,45,34,23,27,15,6,5,5,1,4,1,2,3,0,0
15,22,25,42,50,60,57,69,77,81,80,78,74,57,51,39,31,27,18,13,13,2,3,2,2,1,1,0,0,0
18,20,29,42,65,63,73,80,75,81,79,65,65,52,47,39,21,25,18,10,10,4,3,1,1,0,0,0,0,0
17,18,34,42,41,52,65,76,73,79,76,77,68,56,35,41,37,17,20,11,9,2,5,0,0,0,0,0,0,0
13,20,23,36,44,64,64,71,77,86,80,76,67,62,41,43,32,19,12,8,12,8,1,1,0,1,0,2,0,1
13,18,32,37,48,62,63,72,75,81,80,78,66,61,44,36,36,29,20,11,5,6,4,4,0,1,3,0,0,0
17,27,30,39,49,53,59,72,84,76,72,74,72,56,48,41,35,19,10,16,11,6,4,3,2,1,0,0,0,0
9,28,25,35,41,62,71,81,81,74,77,74,72,63,51,38,39,30,16,17,11,3,0,2,2,0,0,0,0,0
17,24,32,34,43,57,66,78,79,74,73,71,71,59,57,37,23,21,22,5,2,7,4,0,1,0,0,0,0,0
16,16,23,39,35,48,66,70,72,77,79,80,69,56,64,40,25,16,17,13,6,7,5,4,2,1,0,0,0,0
14,28,28,36,44,63,74,74,69,76,80,76,66,60,48,47,36,30,18,8,8,9,7,2,0,0,0,0,1,0
21,17,13,29,51,53,55,73,80,75,76,68,69,58,51,41,35,26,19,14,5,4,6,3,1,2,0,1,0,0
9,15,17,38,42,48,59,62,66,75,79,70,66,66,51,46,41,36,30,22,15,8,7,4,2,4,2,1,1,0
14,13,22,33,27,42,48,56,66,65,60,73,68,65,59,63,57,46,31,25,18,16,8,5,11,7,2,1,3,0
5,8,10,16,24,27,33,41,50,61,58,72,72,65,74,77,58,49,51,36,29,19,17,15,11,6,3,2,3,0
6,4,6,6,16,21,17,34,43,52,68,66,71,73,79,76,72,67,55,38,28,27,19,16,9,4,4,3,1,1
3,1,3,5,12,26,19,39,34,47,47,65,72,76,80,76,77,72,54,43,40,27,26,16,7,6,5,0,0,1
1,6,2,7,9,17,25,24,36,45,53,66,70,83,68,72,71,72,53,56,47,38,21,13,18,10,4,2,4,1
3,5,5,3,9,14,26,35,40,50,50,67,75,78,77,82,68,65,59,52,41,35,31,17,22,11,4,2,1,4
